"name","location.country"
"Liam O'Flynn","Ireland"
"Liam Titcomb","Canada"
"Lianie May","South Africa"
"Liam Lynch","United States"
"Liza Hanim","Malaysia"
"Lizzie","Denmark"
"Lizz Wright","United States"
"Liza Minnelli","United States"
"Lizzie Miles","United States"
"Lizzo","Minnesota"
"Lizzy B","United Kingdom"
"Lizzy Yoder","United States"
"Liūdni Slibinai","Lithuania"
"Ljungblut","Norway"
"Lizzy Borden","United States"
"Liar Of Golgotha","Netherlands"
"Lianne La Havas","United Kingdom"
"Liars Academy","United States"
"Liar","Belgium"
"Libbie Schrader","United States"
"Liberace","United States"
"Libby Holman","United States"
"Libertad Lamarque","Argentina"
"Liberator","Sweden"
"Liberación","Mexico"
"Liars","United States"
"Libera Velo","Italy"
"Libera","United Kingdom"
"Liberty","United Kingdom"
"Liberty City","United States"
"Libitina","United Kingdom"
"Libido","Peru"
"Liberty 37","United Kingdom"
"Liberty X","United Kingdom"
"Library Voices","Canada"
"Lick The Tins","United Kingdom"
"Lidell Townsell","United States"
"Lickgoldensky","United States"
"Licia Fox","Belgium"
"Liekki","Finland"
"Liederjan","Germany"
"Lieutenant Pigeon","United Kingdom"
"Liers In Wait","Sweden"
"Liesbeth List","Netherlands"
"Life","United Kingdom"
"Llama","United States"
"LL Cool J","United States"
"Llorca","Paris"
"Llama Farmers","United Kingdom"
"Liege Lord","United States"
"Life Cried","United States"
"Life House","United States"
"Life In General","United States"
"Life Of Agony","United States"
"Life Sex & Death","United States"
"Life On Repeat","United States"
"Life Without Buildings","United Kingdom"
"Life's Blood","United States"
"Lifelover","Sweden"
"Lloyd","Atlanta"
"Lloyd Cole","United Kingdom"
"Lloyd Banks","United States"
"Kyo","France"
"Los Muertos De Cristo","Spain"
"Los Nikis","Spain"
"Los Niños De Sara","France"
"Los Mustang","Spain"
"Los Natas","Argentina"
"Los Nocheros","Argentina"
"Los Palmeras","Argentina"
"Los Palominos","United States"
"Lifehouse","United States"
"Lifers Group","United States"
"Lifesavas","United States"
"Liffy Stokes","United States"
"Lifter","Los Angeles"
"Lifetime","United States"
"Lift (DE)","Germany"
"Lift To Experience","United States"
"Lifter Puller","United States"
"Lloyd De Meza","Netherlands"
"Lloyd Price","United States"
"LMC","United Kingdom"
"Lluther","Ireland"
"LM. C","Japan"
"Lm.C","Japan"
"LMFAO","United States"
"Lmno","United States"
"LMNT","United States"
"Lnripley","Italy"
"LMP","Chicago"
"Lo Stato Sociale","Italy"
"Lo Fidelity Allstars","United Kingdom"
"Ligeia","United States"
"Ligabue","Italy"
"Light Asylum","United States"
"Lighea","Italy"
"Light Bearer","United Kingdom"
"Light The Fuse And Run","United States"
"Light This City","United States"
"Los Payasonicos","Mexico"
"Los Panchos","Ciudad de México"
"Los Peces","Spain"
"Los Pikadientes De Caborca","Mexico"
"Los Pericos","Argentina"
"Los Pies Negros","Puerto Rico"
"Los Petersellers","Spain"
"Los Pingüinos Del Norte","Mexico"
"Los Pinguos","Los Angeles"
"Los Piratas","Spain"
"Los Piojos","Argentina"
"Lo Fi Fnk","Sweden"
"Lo-Key","United States"
"Lo-Fi-Fnk","Sweden"
"Lluís Llach","Catalunya"
"Loaded","Germany"
"Loane","France"
"Lo-Pro","United States"
"Lobo Ismail","Jordan"
"Lobo","United States"
"Lighthouse","Canada"
"Lighter Shade Of Brown","United States"
"Lighthouse Family","United Kingdom"
"Lightforce","Australia"
"Lightnin' Rod","Aix-en-Provence"
"Lightnin' Slim","United States"
"Lightning Love","United States"
"Lightning Dust","Canada"
"Lightnin' Hopkins","United States"
"Lightning Bolt","United States"
"Lightning Seeds","United Kingdom"
"Los Player's","Mexico"
"Los Planetas","Spain"
"Los Rancheros","Argentina"
"Los Rabanes","Panama"
"Los Prisioneros","Chile"
"Lights Out Paris","Rochester"
"Lights","Canada"
"Lights Of Euphoria","Germany"
"Lights Over Paris","United States"
"Lightyear","United Kingdom"
"Lightspeed Champion","United Kingdom"
"Liis Lemsalu","Estonia"
"Lik","Sweden"
"Like A Storm","Canada"
"Like Mike","Belgium"
"Lobotomy","Sweden"
"Lobão","Brazil"
"Local Natives","United States"
"Local H","United States"
"Locanda Delle Fate","Italy"
"LoCash","United States"
"Locas In Love","Germany"
"Los Reconoces","Spain"
"Los Relámpagos Del Norte","Mexico"
"Los Reyes Locos","Mexico"
"Los Rieleros Del Norte","Mexico"
"Los Sabandeños","Spain"
"Los Romeros De La Puebla","Andalucía"
"Los Salvajes","Spain"
"Los Rodríguez","Spain"
"Los Shakers","Uruguay"
"Los Secretos","Spain"
"Like Wendy","Netherlands"
"Likwit Crew","United States"
"Lil Boosie And Webbie","United States"
"Lil Bandit","United States"
"Lil 1/2 Dead","United States"
"Lil C","United States"
"Lil B","United States"
"Lil Boosie","United States"
"Lil Dicky","Philadelphia"
"Lil Eazy-E","United States"
"Lil Fizz","United States"
"Lil G","United States"
"Lil Hardin Armstrong","United States"
"Lil Green","United States"
"Lil Irocc Williams","United States"
"Lil Johnson","United States"
"Los Sinners","Mexico"
"Los Socios Del Ritmo","Ciudad de México"
"Los Straitjackets","United States"
"Los Suaves","Spain"
"Los Teen Tops","Mexico"
"Los Temerarios","Mexico"
"Loch Awe","Edinburgh"
"Lock And Key","United States"
"Loch Lomond","United States"
"Locked","Argentina"
"Locnville","South Africa"
"Lock Up","United States"
"Loco Dice","Germany"
"Loco Locass","Quebec"
"Locomondo","Greece"
"Locomotive","United Kingdom"
"Locksley","United States"
"Loft","Germany"
"Lodger","Finland"
"Lil Head","United States"
"Lil Jon","United States"
"Lil Kee","United States"
"Lil Mama","United States"
"Lil Jon & The East Side Boyz","United States"
"Los Tigres Del Norte","Mexico"
"Los Titanes De Durango","Mexico"
"Los Toros Band","Dominican Republic"
"Lofofora","France"
"Logh","Sweden"
"Logan Mader","Los Angeles"
"Loggins & Messina","United States"
"Logic","United States"
"Logo","Latvia"
"Logistics","United Kingdom"
"Los Toreros Muertos","Spain"
"Los Tipitos","Argentina"
"Los Traileros Del Norte","Mexico"
"Los Tres Reyes","Mexico"
"Los Twist","Argentina"
"Lil Ric","United States"
"Lil Rounds","United States"
"Lil Rob","United States"
"Lil Slim","United States"
"Lil Suzy","United States"
"Lil Scrappy","United States"
"Lil Troy","United States"
"Logos","Argentina"
"Loits","Estonia"
"Loituma","Finland"
"Loikaemie","Germany"
"Loick Essien","United Kingdom"
"Loke","Sweden"
"Loko","Spain"
"Lokee","United States"
"Lok","Sweden"
"Lokomotive Kreuzberg","Germany"
"Lol Coxhill","United Kingdom"
"Los Tres","Chile"
"Los Vengadores","Spain"
"Los Umbrellos","Denmark"
"Los Van Van","Cuba"
"Los Xochimilcas","Mexico"
"Los Visconti","Argentina"
"Los Violadores","Argentina"
"Los Ángeles Azules","Mexico"
"Los Yonic's","Mexico"
"Losing Ground","United States"
"Lost (IT)","Italy"
"Lost","Italy"
"Loss","Sweden"
"Lost Area","Switzerland"
"Lost Children Of Babylon","Philadelphia"
"Lokua Kanza","Democratic Republic of the Congo"
"Lola Flores","Spain"
"Lola Beltrán","Mexico"
"Lola Angst","Germany"
"Lollipop","Italy"
"Lolly","United Kingdom"
"Lollipop Lust Kill","United States"
"Loma Prieta","United States"
"LOmbre DUn Geant","France"
"Lombroso","Italy"
"Lombard","Poland"
"Lil Twist","United States"
"Lil Wil","Dallas"
"Lil Will","Dallas"
"Lil Wayne","Miami Beach"
"Lost Boys","France"
"Lost And Found","United States"
"Lost City Angels","United States"
"Lost Eden","Japan"
"Lost Frequencies","Belgium"
"Lost Boyz","United States"
"Lost Horizon","United States"
"Lost Dogs","United States"
"Lost In Twilight","Finland"
"Lost In The Trees","Chapel Hill"
"Lost Lander","United States"
"Lost North Star","United States"
"Lost Lyrics","Germany"
"Lost Souls","Sweden"
"Lost Society","Finland"
"Lothlorien","Australia"
"Lost Witness","United Kingdom"
"Lost Tribe","United Kingdom"
"Lotion","United States"
"LostAlone","Derby"
"Lothar Von Versen","Germany"
"Lotte Lenya","Austria"
"London","United States"
"Lomepal","France"
"London Beat","United Kingdom"
"London Boys","Germany"
"London After Midnight","United States"
"London Elektricity","United Kingdom"
"London Grammar","United Kingdom"
"London Philharmonic Orchestra","United Kingdom"
"London Community Gospel Choir","United Kingdom"
"Lone Justice","United States"
"Lone Pigeon","United Kingdom"
"Londonbeat","United Kingdom"
"Lotus Juice","Japan"
"Lotto King Karl","Germany"
"Lotte Kestner","United States"
"Lostprophets","United Kingdom"
"Lotta Engberg","Sweden"
"Lotus Child","Vancouver"
"Lou Ann Barton","United States"
"Lou Bega","Germany"
"Lou Barlow","Amherst"
"Lou Donaldson","United States"
"Lou Fellingham","United Kingdom"
"Lou Doillon","France"
"Lou Christie","United States"
"Lil Wyte","United States"
"Lil' Boosie And Webbie","United States"
"Lil' Cease","United States"
"Lil' Chris","United Kingdom"
"Lil' E","Estonia"
"Lil' Fame","United States"
"Lou Johnson","United States"
"Lou Pardini","United States"
"Lou McGarity","United States"
"Lou Gramm","United States"
"Lou Rawls","United States"
"Lou Rhodes","Wiltshire"
"Louane","France"
"Lou X","Italy"
"Lou Reed","United States"
"Lone Star","United Kingdom"
"Lonely The Brave","United Kingdom"
"Lonely Kings","United States"
"Lonely, Dear","Sweden"
"Lonestar","United States"
"Lonewolf","France"
"Lil' Flip","United States"
"Lil' Johanna","United States"
"Lil' J","Texas"
"Lil' Love","Italy"
"Lil' Keke","United States"
"Long Beach Dub All Stars","United States"
"Long Beach Dub Allstars","United States"
"Loney, Dear","Sweden"
"Long Distance Calling","Germany"
"Long Beach Shortbus","United States"
"Long Fin Killie","United Kingdom"
"Long John Baldry","United Kingdom"
"Long Tall Ernie & The Shakers","Netherlands"
"Long Shot Party","Japan"
"Long Since Forgotten","United States"
"Long Tall Shorty","United Kingdom"
"Longfellow","United States"
"Longing For Dawn","Canada"
"Longshot","United States"
"Longpigs","United Kingdom"
"Longview","United States"
"Longwave","United States"
"Loni Rose","United States"
"Lonnie Brooks","United States"
"Lonnie Coleman","United States"
"Lonnie Gordon","United States"
"Lonnie Jordan","United States"
"Lonnie Donegan","United Kingdom"
"Lonnie Johnson","United States"
"Lonnie Lee","Australia"
"Lonnie Mack","United States"
"Loud","United Kingdom"
"Loudblast","France"
"Loudness","Japan"
"Louie Bellson","United States"
"Loudon Wainwright III","United States"
"Lil' Kim","Alpine"
"Lil' Mama","United States"
"Lil' Mario","United States"
"Lonnie Liston Smith","United States"
"Lonyo","United Kingdom"
"LOO & PLACIDO","France"
"Lonnie Plaxico","United States"
"Lonny Bereal","United States"
"Lonzo","Germany"
"Look I'm A Ghost","United Kingdom"
"Look Mexico","United States"
"Look People","Canada"
"Look Back And Laugh","United States"
"Look See Proof","United Kingdom"
"Looking Glass","United States"
"Loon","United States"
"Look What I Did","United States"
"Loom","United States"
"Looney Tunes","Switzerland"
"Looper","United Kingdom"
"Loose","United States"
"Loona","Netherlands"
"Lil' Mo","United States"
"Lil' Phat","United States"
"Lil' O","United States"
"Lil' Sin","United States"
"Lil' Ron","United States"
"Lil' Romeo","United States"
"Lil' Soldiers","United States"
"Lil' Trill","United States"
"Lil' Suzy","United States"
"Louie Lasky","United States"
"Louis Armstrong & Mills Brothers","Louisiana"
"Louieville Sluggah","United States"
"Louie DeVito","United States"
"Louis","France"
"Louis Bory","France"
"Louis Bertignac","France"
"Louis Delort","France"
"Louis Capart","France"
"Louis Armstrong","Louisiana"
"Looptroop Rockers","Sweden"
"Loose Fur","United States"
"Loosegoats","Sweden"
"Loquat","United States"
"Lorca","Spain"
"Loquillo","Spain"
"Loost Koos","Finland"
"Loquillo Y Trogloditas","Spain"
"Lootpack","United States"
"Lil' Vicious","United States"
"Lil' Twist","United States"
"Lil' Wil","Dallas"
"Lil' Troy","United States"
"Lil'B","Japan"
"Lil' Zane","United States"
"Lila Downs","Mexico"
"Lili Haydn","Canada"
"Lila McCann","United States"
"Lord Echo","New Zealand"
"Lord Belial","Sweden"
"Lord Cut-Glass","United Kingdom"
"Lord Finesse","United States"
"Lord Est","Finland"
"Lord Huron","United States"
"Lord Have Mercy","Brooklyn"
"Lord Jamar","United States"
"Liliane Saint-Pierre","Belgium"
"Lilian Garcia","United States"
"Liliana Felipe","Argentina"
"Lilith (BO)","Bolivia"
"Lilith (ES)","Spain"
"Lill-Babs","Sweden"
"Lilix","Canada"
"Lillasyster","Sweden"
"Lill Lindfors","Sweden"
"Lilith","Poland"
"Lilitu","United States"
"Lillie Mae Kirkman","United States"
"Lillo Thomas","United States"
"Lillith","Norway"
"Lillian Axe","United States"
"Lillebjørn Nilsen","Norway"
"Louis Neefs","Belgium"
"Louis Jordan & His Tympany 5","United States"
"Louis Prima & His Band","United States"
"Louis Jordan","United States"
"Louis Prima & His Orchestra","United States"
"Louis The Child","Chicago"
"Louise Attaque","France"
"Lord Infamous","United States"
"Lord Gore","United States"
"Lord Kaos","Australia"
"Lord Kossity","France"
"Lord Melody","Trinidad and Tobago"
"Lord Superb","United States"
"Lord Of The Lost","Hamburg"
"Lord Shafiyq","United States"
"Lord Tanamo","Jamaica"
"Lord Tariq","United States"
"Lord Vicar","Finland"
"Lord Vampyr","Italy"
"Lorde","New Zealand"
"Lord Tariq & Peter Gunz","United States"
"Louise","United Kingdom"
"Louis XIV","United States"
"Louis Prima","United States"
"Louis Van Dijk","Netherlands"
"Louise Plowright","United Kingdom"
"Louis St. Louis","United States"
"Louise Mandrell","United States"
"Louise Goffin","United States"
"Louise Post","United States"
"Louise Hoffsten","Sweden"
"Louise Rhodes","Wiltshire"
"Louise Setara","United Kingdom"
"Louisiana Red","Germany"
"Louise Taylor","United States"
"Lilli Berlin","Germany"
"Lilly Wood & The Prick","France"
"Lillix","Canada"
"Lily Frost","Canada"
"Lily Of The Valley","Poland"
"Lily Allen","United Kingdom"
"Lilygreen & Maguire","United Kingdom"
"Lilyjets","Norway"
"Louisy Joseph","France"
"Lounge Against The Machine","Los Angeles"
"Lovage","United States"
"Love","Japan"
"Lousy Robot","United States"
"Love & The Outcome","Canada"
"Lord Wind","Poland"
"Lorde Of All Desires","Minnesota"
"Lords","United States"
"Lordi","Finland"
"Lords Of The Underground","United States"
"Lords Of Acid","Belgium"
"Loreen","Sweden"
"Lordz Of Brooklyn","United States"
"Love Affair","United Kingdom"
"Love And Kisses","Europe"
"Love A","Germany"
"Love And Death","United States"
"Love As Laughter","Brooklyn"
"Love City Groove","United Kingdom"
"Love Generation","Sweden"
"Love De-Luxe","United Kingdom"
"Love And Rockets","United Kingdom"
"Love And Money","United Kingdom"
"Love Inks","United States"
"Love Inc.","Canada"
"Love Antell","Sweden"
"Love History","Ostrava"
"Loredana Bertè","Italy"
"Loreena McKennitt","Canada"
"Lorena","Spain"
"Lorella Cuccarini","Italy"
"Lorenzo Antonio","Mexico"
"Lorenzo","Germany"
"Lorenzo Jovanotti","Italy"
"Lorenzo's Music","Madison"
"Lori Anna Reid","Canada"
"Lorez Alexandria","United States"
"Loretta Goggi","Italy"
"Lori Carson","United States"
"Loretta Lynn","United States"
"Lori Perry","United States"
"Lori Spee","Netherlands"
"Lori McKenna","United States"
"Love Equals Death","Petaluma"
"Love Is All","Sweden"
"Love Lost But Not Forgotten","United States"
"Love Like Blood","Germany"
"Love Me Electric","United States"
"Love Message","Germany"
"Love Like Fire","San Francisco"
"Love Me Destroyer","United States"
"Love Of Diagrams","Australia"
"Love Jones","United States"
"Love Like... Electrocution","Australia"
"Love Shop","Denmark"
"Love Seed Mama Jump","United States"
"Love Sculpture","United Kingdom"
"Love Psychedelico","Japan"
"Love Of Lesbian","Spain"
"Love Spit Love","United States"
"Love Outside Andromeda","Australia"
"Love Spirals Downwards","United States"
"Lori Meyers","Spain"
"Lori Yates","Canada"
"Lorie Line","United States"
"Lorie","France"
"Lorna","Panama"
"Lorna Shore","New Jersey"
"Lorne Balfe","United Kingdom"
"Lorne Greene","Canada"
"Lorraine","Norway"
"Lorne Elliott","Canada"
"Lorraine Ellison","United States"
"Lorrie Morgan","United States"
"Love Unlimited","United States"
"Love, Robot","Long Island City"
"Love/Hate","United States"
"Loveholic","South Korea"
"Loveless","United States"
"Lovebugs","Switzerland"
"Loveletter","United Kingdom"
"LoveLikeFire","United States"
"Lovelorn Dolls","Belgium"
"Lovedrug","United States"
"Los Adolescentes","Venezuela"
"Los Abuelos De La Nada","Argentina"
"Los Abandoned","United States"
"Los Aldeanos","Cuba"
"Los Amaya","Spain"
"Los Alegres De Terán","McAllen"
"Los Amigos Invisibles","Venezuela"
"Los Amantes De Lola","Mexico"
"Los Andariegos","Argentina"
"Los Angeles Negros","Chile"
"LoveHateHero","United States"
"Lovely Luna","Spain"
"Lovelyz","South Korea"
"LoveRance","United States"
"Loverboy","Canada"
"Lovemongers","Seattle"
"Lovers Electric","Australia"
"Loverush UK!","United Kingdom"
"Lovestreams","United States"
"Lovespirals","United States"
"LovHer","United States"
"Los Apson","Mexico"
"Los Arman","Peru"
"Los Baby's","Mexico"
"Los Berzas","Spain"
"Los Askis","Mexico"
"Los Barón De Apodaca","Mexico"
"Los Auténticos Decadentes","Argentina"
"Los Bocucos","Cuba"
"Los Berrones","Spain"
"Los Bravos","Spain"
"Los Brios","Argentina"
